author.name,date,text,geo.coordinates.coordinates,geo.geo.bbox,geo.name,hate_pred,emotion_pred,borough,latitude,longitude
Him Jones,2022-10-22 18:11:45+00:00,"I hope he fucking d!es, stupid cunt",,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,anger,Camberwell,51.4745706,-0.0925416
James Rogers,2022-10-22 20:16:25+00:00,"Xi is demonstrating his arbitrary power. The #China we dealing with is a totalitarian state. The 2020s are going to be a rough time. We need to upgrade our defences, turf Chinese companies out of our economy, and pursue technological dominance in every sector... https://t.co/2HThVsZ5m7",,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,racism,anger,Camberwell,51.4745706,-0.0925416
Twisted,2022-10-23 02:47:42+00:00,"Ha, wait until she meets the ‘feminist’ man 🤣🤣🤣 https://t.co/6hcnvJ6SpR",,"[-0.104501, 51.518605, -0.015834, 51.5766844]",Hackney,sexism,anticipation,Hackney,51.5432402,-0.0493621
longcrendon,2022-10-23 07:01:55+00:00,"@fifisyms The ego of the woman is hideous.  I have always subscribed to the theory that you might get the thing you have always desired, but once you get it you are tested and your weaknesses are revealed…",,"[-0.254563, 51.463873, -0.177653, 51.532901]",Hammersmith,sexism,anger,Hammersmith,51.4920377,-0.2236401
Odogwu,2022-10-23 10:51:13+00:00,Women don't like spending their money. Spend that £500 today https://t.co/CSJ311sh0D,,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,anger,Croydon,51.3713049,-0.101957
TQ,2022-10-23 13:14:21+00:00,"@_RaufM Bruh when them niggas crumble, THEY CRUMBLE",,"[-0.104501, 51.518605, -0.015834, 51.5766844]",Hackney,racism,anger,Hackney,51.5432402,-0.0493621
Dorothy Cohen,2022-10-23 20:37:33+00:00,@ChineseEmbinUK China does not want to go back to the days of Mao tsi tong but this President seems hell bent on bringing them back. He must be stopped if that is the case he has aready made sure he cannot be challenged but he can and will be,,"[-0.2925791, 51.555179, -0.12921, 51.6685903]",Barnet,racism,anger,Barnet,51.65309,-0.2002261
mark emlyn evans,2022-10-23 20:53:58+00:00,Twat https://t.co/Q3Oye6K2fh,,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,anger,Camberwell,51.4745706,-0.0925416
aq.🦋🦋🦋🦋🦋🦋,2022-10-23 22:38:37+00:00,Men put their penis in any bitches mouth as if people don’t bite,,"[-0.5086841, 51.4551164, -0.3760375, 51.619006]",Hillingdon,sexism,anger,Hillingdon,51.542519299999995,-0.44833493117949663
Brigit Grant,2022-10-24 00:26:10+00:00,@Annewittycomb @francesbarber13 No . We are maximising the female experience. Making it matter as much as a man’s.,,"[-0.2925791, 51.555179, -0.12921, 51.6685903]",Barnet,sexism,optimism,Barnet,51.65309,-0.2002261
DMS,2022-10-24 10:05:39+00:00,The one time Femi gets it right... https://t.co/8Tnr6AcFRk,,"[-0.187894, 51.483718, -0.109978, 51.5164655]",London,sexism,anticipation,London,51.5073359,-0.12765
Abimbola 🇳🇬,2022-10-24 10:53:33+00:00,@Beautyluv007 Get a man. It’s more sustainable and won’t add to your energy bills.,,"[-0.5086841, 51.4551164, -0.3760375, 51.619006]",Hillingdon,sexism,optimism,Hillingdon,51.542519299999995,-0.44833493117949663
Initial Golf 🏌️⛳,2022-10-24 15:01:34+00:00,Rating golfers as women 😂😂 https://t.co/A8nnXCfTF8,,"[-0.259465, 51.417277, -0.127974, 51.486036]",Wandsworth,sexism,joy,Wandsworth,51.4570271,-0.1932607
Local Foreigner,2022-10-24 18:42:44+00:00,A woman can tell a lot about a guy by the size of his carbon footprint.,,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,anticipation,Croydon,51.3713049,-0.101957
Antonis Petrides,2022-10-24 20:40:01+00:00,@sophielouisecc Cunts.,,"[-0.2925791, 51.555179, -0.12921, 51.6685903]",Barnet,sexism,anger,Barnet,51.65309,-0.2002261
ＬＩＧＨＴ ＨＡＣＫＥＲＳ,2022-10-24 21:23:30+00:00,@SJayH95 A girl in my gym today.. spent more time on selfies than lifting anything,,"[-0.187894, 51.483718, -0.109978, 51.5164655]",London,sexism,joy,London,51.5073359,-0.12765
Andrew Forman,2022-10-25 07:17:14+00:00,What's a female penis? https://t.co/OOMW6f7tqq,,"[-0.1420579, 51.5185518, -0.076305, 51.575301]",Islington,sexism,anticipation,Islington,51.5384287,-0.0999051
グラハム・スミス® ©Official,2022-10-25 08:36:39+00:00,@61harpy @LarryCat4PM @wilder_harriet If you've got a cxck attached your a male.... https://t.co/UOHF5gXdXM,,"[-0.254563, 51.463873, -0.177653, 51.532901]",Hammersmith,sexism,joy,Hammersmith,51.4920377,-0.2236401
Jawnino stan account 4️⃣0️⃣,2022-10-25 17:45:41+00:00,Point where u dumb Niggaz probably deserve it,,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,racism,anger,Lambeth,51.4952111,-0.1163354
Stephanie Rendall,2022-10-25 19:10:16+00:00,@ElectricKnocker “The most normal thing a girl can do” 😂😂,,"[-0.457966, 51.420633, -0.243419, 51.502851]",Hounslow,sexism,joy,Hounslow,51.4686132,-0.3613471
Warren,2022-10-25 19:13:19+00:00,Men vs boys,,"[-0.5086841, 51.4551164, -0.3760375, 51.619006]",Hillingdon,sexism,anticipation,Hillingdon,51.542519299999995,-0.44833493117949663
jeanne smith,2022-10-25 20:32:23+00:00,"Absolutely Horrific brutality against our pets, our faithful friends, our intelligent superhuman beings, #DOGS #Shame on #China Stop lying about “Culture” It’s gangsters making money by stealing #DOGS and torturing live dogs to death! #EVIL May they rot in Hell for their crimes! https://t.co/9YUnW2t5mK",,"[-0.5086841, 51.4551164, -0.3760375, 51.619006]",Hillingdon,racism,anger,Hillingdon,51.542519299999995,-0.44833493117949663
jeanne smith,2022-10-25 20:36:54+00:00,@Plush_bears Poor little babies thank you for saving them from Hell on Earth for our friends &amp; family members #DOGS are not #Food  #BanYulin #ShameonChina,,"[-0.5086841, 51.4551164, -0.3760375, 51.619006]",Hillingdon,racism,anger,Hillingdon,51.542519299999995,-0.44833493117949663
SeanFleetwood,2022-10-25 23:35:43+00:00,@mpcmurph Twat.,,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,anger,Croydon,51.3713049,-0.101957
Rose Sinclair,2022-10-26 03:14:37+00:00,@historyinmemes Why does everyone assume it's a male?\nIn most animal societies females do all the work.,,"[-0.213503, 51.512805, -0.105303, 51.572068]",Camden Town,sexism,disgust,Camden Town,51.5423045,-0.1395604
Dean Baxendale,2022-10-26 05:54:27+00:00,"Thank you Ian, I look forward to meeting you in Washington next month as we bring this most prescient tragedy to the people of America\n\nWorld leaders can no longer hide behind the cash and favours doled out by the CCP for their silence and complicity in this human rights tragedy https://t.co/RHECaP1H8O",,"[-0.187894, 51.483718, -0.109978, 51.5164655]",London,racism,anger,London,51.5073359,-0.12765
ELN 🇧🇷🇯🇵🇮🇱🇬🇧,2022-10-26 06:14:00+00:00,@DavidLammy Now @UKLabour needs a woman as their leader,,"[-0.080028, 51.48432, 0.009989, 51.545341]",Poplar,sexism,anticipation,Poplar,51.5110713,-0.0144629
Ruth Elleson,2022-10-26 06:35:03+00:00,"@belindawills @lottebettsdean I’m also intrigued by the position of the “kaputte Haare” thing. As a feminist, am i supposed to be dyeing my leg hair to the point of destruction?",,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,disgust,Camberwell,51.4745706,-0.0925416
Dylan Beattie,2022-10-26 08:39:25+00:00,"@gojkoadzic Definitely sounds female to me. Young adult, but that’s perhaps because what they’re reading isn’t particularly childish.",,"[-0.074547, 51.414087, 0.038567, 51.494127]",Lewisham,sexism,anticipation,Lewisham,51.4624292,-0.0101787
Teri Carson ☠️ 🇮🇪 💀 🇨🇮 ☠️,2022-10-26 12:38:12+00:00,@LionsgateUK Wouldn't it be 'Brava' (feminine)?,,"[-0.1420579, 51.5185518, -0.076305, 51.575301]",Islington,sexism,anticipation,Islington,51.5384287,-0.0999051
Lord Bethell,2022-10-26 13:22:21+00:00,I reject this panglossian depiction of the cotton harvest by the CCP spindoctor-in-chief that omits the human slavery and child-workers. \n\nThat’s why @uyghurcongress are taking the UK government to court for its failure to stop #Uyghur forced-labour cotton from our stores. 1/2 https://t.co/RDUXTv5TOJ,,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,racism,anger,Camberwell,51.4745706,-0.0925416
"jane Gray, 💜WOMAN adult human female🇺🇦",2022-10-26 20:14:40+00:00,Men are not and will never be women.,,"[-0.213503, 51.512805, -0.105303, 51.572068]",Camden Town,sexism,anger,Camden Town,51.5423045,-0.1395604
Gavin,2022-10-26 20:33:34+00:00,@SpokespersonCHN How much concrete has China used in the past decade? How are those  really rare Dolphins that were in the way? The Beijing smog levels…. The CCP will not beat covid but nature will.,,"[-0.259465, 51.417277, -0.127974, 51.486036]",Wandsworth,racism,disgust,Wandsworth,51.4570271,-0.1932607
Meisha-Gay,2022-10-26 20:36:20+00:00,@mikey_esquire “Overweight Women Admit They Aren't Attracted To Plus-Sized Men”. Better?,,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,disgust,Croydon,51.3713049,-0.101957
Erşan Kuneri,2022-10-27 11:09:12+00:00,"Men’s deodorant has you smellin like batteries after like an hour, womens products are ELITE https://t.co/lwL4wGL2Y2",,"[-0.104501, 51.518605, -0.015834, 51.5766844]",Hackney,sexism,joy,Hackney,51.5432402,-0.0493621
dallas the blogger,2022-10-27 11:24:07+00:00,the sluttiest thing a man can wear is an oversized carhartt t shirt,,"[-0.1420579, 51.5185518, -0.076305, 51.575301]",Islington,sexism,sadness,Islington,51.5384287,-0.0999051
Antonis Petrides,2022-10-27 14:27:43+00:00,@TalkTV Cunts!!!,,"[-0.2925791, 51.555179, -0.12921, 51.6685903]",Barnet,sexism,anger,Barnet,51.65309,-0.2002261
whyucryingfor,2022-10-27 16:53:02+00:00,"it’s 2022, almost 2023 and people still think that women work out, go to the gym/do any form of physical exercise solely for aesthetic reasons…..",,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,sexism,disgust,Lambeth,51.4952111,-0.1163354
soph,2022-10-27 18:13:25+00:00,"1st rule of girl code, we don’t talk about Jerry",,"[-0.1420579, 51.5185518, -0.076305, 51.575301]",Islington,sexism,anger,Islington,51.5384287,-0.0999051
Mike Kilbinenhalle,2022-10-27 18:36:58+00:00,I've never felt like I ever have encroached into a female space until I went to a true crime podcast live recording,,"[-0.187894, 51.483718, -0.109978, 51.5164655]",London,sexism,anticipation,London,51.5073359,-0.12765
A.J. Stranger #UTAG,2022-10-28 03:15:16+00:00,Cats are such wankers. https://t.co/W2TQQqc1pN,,"[-0.080526, 51.3434174, 0.1331237, 51.4452233]",Bromley,sexism,anger,Bromley,51.4028046,0.0148142
Ray Zondette,2022-10-28 08:56:50+00:00,"@MiadoesTweets @wartranslated Ramzan's guiding principle: a woman for duty, a boy for pleasure, but a goat for ecstasy.",,"[-0.457966, 51.420633, -0.243419, 51.502851]",Hounslow,sexism,joy,Hounslow,51.4686132,-0.3613471
Danny Armstrong,2022-10-28 11:47:48+00:00,@ThomasR47881130 @LeoKearse @BTPBerks On behalf of all females.,,"[-0.080028, 51.48432, 0.009989, 51.545341]",Poplar,sexism,joy,Poplar,51.5110713,-0.0144629
🇨🇩 YOU HEARD IT,2022-10-28 11:55:35+00:00,"Women’s mist effective weapon to vent their agression is lies, gossip and defamation 🤷🏾‍♂️ they far too dangerous",,"[-0.457966, 51.420633, -0.243419, 51.502851]",Hounslow,sexism,anger,Hounslow,51.4686132,-0.3613471
Josephine Raj,2022-10-28 14:00:36+00:00,@runawaygirl248 Man's Best friend or shall I say woman's Best Paw!!,,"[-0.213503, 51.512805, -0.105303, 51.572068]",Camden Town,sexism,joy,Camden Town,51.5423045,-0.1395604
Chris 🐾,2022-10-28 16:02:02+00:00,@AnthonySpurlo12 Somethings a girl never tells! 😉,,"[-0.2160701, 51.5098789, -0.1301597, 51.5397916]",Paddington,sexism,optimism,Paddington,51.5154795,-0.175365
A.J. Stranger #UTAG,2022-10-28 17:26:04+00:00,"@michaelblackcab I’m not a fan of Chinese, especially after what they did in Wuhan, the little rascals.",,"[-0.187894, 51.483718, -0.109978, 51.5164655]",London,racism,anger,London,51.5073359,-0.12765
🇨🇩 YOU HEARD IT,2022-10-28 17:33:56+00:00,"@ken4rd Filthy, men are too passive sometimes. Our nature works against us sometimes",,"[-0.104501, 51.518605, -0.015834, 51.5766844]",Hackney,sexism,sadness,Hackney,51.5432402,-0.0493621
J Mike Ferrara,2022-10-28 18:37:27+00:00,@JoJoFromJerz Why are all the Russian bots female?,,"[-0.2160701, 51.5098789, -0.1301597, 51.5397916]",Paddington,sexism,anger,Paddington,51.5154795,-0.175365
Matthew Carter,2022-10-28 20:01:19+00:00,"@salltweets Humans born as male, should not be allowed in female toilets. This is basic people, really really basic stuff.",,"[-0.074547, 51.414087, 0.038567, 51.494127]",Lewisham,sexism,anger,Lewisham,51.4624292,-0.0101787
Radio! King of R&B,2022-10-28 22:51:46+00:00,A wife is better than a friend.,,"[-0.2925791, 51.555179, -0.12921, 51.6685903]",Barnet,sexism,optimism,Barnet,51.65309,-0.2002261
James Kim 🇬🇧🇰🇷🏴󠁧󠁢󠁷󠁬󠁳󠁿🇮🇪🇳🇿❤🇺🇦🌍📦,2022-10-29 02:02:32+00:00,@k16_natita Japanese hide their terrible past and create fake history. It is not the US forcing Japan to not to mention about atomic bombs dropped in Hiroshima and Nagasaki. Japanese right wing doesn't want what Japan did during the WW II. Japan is controlled by political clans such as Abe.,,"[-0.2160701, 51.5098789, -0.1301597, 51.5397916]",Paddington,racism,disgust,Paddington,51.5154795,-0.175365
alan ridgley,2022-10-29 03:41:07+00:00,@stephenhdg @journeymanstev1 I was a keen motorcyclist in my teens &amp; 20s. I regret it now as its the biggest turn off for women after a beer gut &amp; man boobs!🤣,,"[-0.1420579, 51.5185518, -0.076305, 51.575301]",Islington,sexism,sadness,Islington,51.5384287,-0.0999051
William,2022-10-29 04:34:00+00:00,Some women are so damn weird bro.,,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,anger,Camberwell,51.4745706,-0.0925416
Petter,2022-10-29 11:00:39+00:00,@bencooI Twat,,"[-0.187894, 51.483718, -0.109978, 51.5164655]",London,sexism,anger,London,51.5073359,-0.12765
Indar Picton-Howell,2022-10-29 13:24:06+00:00,@millihill Guess they mean trying to impregnate? Psychology is interesting: women exists only as a subset of the man.,,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,anticipation,Camberwell,51.4745706,-0.0925416
Grumpy Ol Begger,2022-10-29 14:40:14+00:00,@JillTowers @cjcheesecake If only men could read the signs https://t.co/SaN4ExW8IH,,"[-0.112442, 51.5068, -0.0733794, 51.522161]",City of London,sexism,disgust,City of London,51.5156177,-0.0919983
🇨🇩 YOU HEARD IT,2022-10-29 16:26:41+00:00,LOOOOOOOOOOOOOOOOOOOL Niggas are too funny https://t.co/yJTq84Afb2,,"[-0.104501, 51.518605, -0.015834, 51.5766844]",Hackney,racism,joy,Hackney,51.5432402,-0.0493621
🇨🇩 YOU HEARD IT,2022-10-29 17:52:22+00:00,We thank God they got you Niggas out https://t.co/lQ7yTT9lBX,,"[-0.104501, 51.518605, -0.015834, 51.5766844]",Hackney,racism,anger,Hackney,51.5432402,-0.0493621
Zarra Okumephuna,2022-10-29 19:56:38+00:00,Men should stop wearing grey sweatpants. It’s a sin!,,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,sexism,anger,Lambeth,51.4952111,-0.1163354
Prof. Farah Mendlesohn,2022-10-29 19:57:14+00:00,@RoadsideMum @HelenAshby72 It's not Old Testament. Jews don't have heaven or hell. That vicar is just a piece of trash.,,"[-0.457966, 51.420633, -0.243419, 51.502851]",Hounslow,religion,anger,Hounslow,51.4686132,-0.3613471
Ella Ava Crux | top .000000001 on OF,2022-10-30 03:56:30+00:00,men be lying about their height like i lie about my age,,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,anger,Camberwell,51.4745706,-0.0925416
(((Debbie Simone)))🐳#SlavaUkraini,2022-10-30 06:49:50+00:00,@judi_sutherland @RoryStewartUK @RestIsPolitics Depending on if they are in 'boy' or 'girl' mode,,"[-0.080028, 51.48432, 0.009989, 51.545341]",Poplar,sexism,anticipation,Poplar,51.5110713,-0.0144629
soft life babe 🇯🇲🇦🇬,2022-10-30 09:40:50+00:00,Fucking love men but gotta say they are really jarring.,,"[-0.104501, 51.518605, -0.015834, 51.5766844]",Hackney,sexism,anger,Hackney,51.5432402,-0.0493621
Paula Griffin 🏳️‍⚧️ 💙💖🤍💖💙,2022-10-30 10:34:15+00:00,@TranPanTrashcan @nyx_nyx_nyx_666 A few of us had use male toilets at football last season as women’s single toilet was unavailable. The stench in there was unbearable. Next time I’d rather piss behind a bush!,,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,anger,Camberwell,51.4745706,-0.0925416
&rew 🇺🇦,2022-10-30 11:50:37+00:00,@drewrhyde @voodoodoyou Faggot,,"[-0.080028, 51.48432, 0.009989, 51.545341]",Poplar,sexual_orientation,anger,Poplar,51.5110713,-0.0144629
Odogwu,2022-10-30 12:02:13+00:00,Women are not good people,,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,anger,Croydon,51.3713049,-0.101957
Odogwu,2022-10-30 12:04:54+00:00,Women don't forget things. They're very dangerous.,,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,fear,Croydon,51.3713049,-0.101957
Helena Baptista,2022-10-30 12:50:35+00:00,@EtonOldBoys Why do men always leave the toilet seat up ?,,"[-0.39216, 51.391383, -0.221832, 51.489646]",Richmond,sexism,disgust,Richmond,51.4613531,-0.3032767
Akudama 🇭🇰🇺🇦🇹🇼,2022-10-30 17:29:28+00:00,"""I have gotten called out several times for being in the mens room"" Thats 100% a lie. I've been to concerts and other events where women use the mens as the queues too long and we do not give a shit if you need to piss go piss. https://t.co/9wD0he090f",,"[-0.457966, 51.420633, -0.243419, 51.502851]",Hounslow,sexism,anger,Hounslow,51.4686132,-0.3613471
Marlene,2022-10-30 20:52:42+00:00,@MsGrumpyUpNorth The woman is not natural and never has been...when she pops her clogs her body will fall to pieces.,,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,sadness,Camberwell,51.4745706,-0.0925416
Маría,2022-10-30 21:21:50+00:00,Men tweeting about football is worse than me tweeting about Love Island two years ago,,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,sexism,anger,Lambeth,51.4952111,-0.1163354
Dan Beasley-Harling,2022-10-31 09:53:31+00:00,@Alice_Tzu @Divinadecampo “Males do not experience mental trauma as they are incapable of doing so” https://t.co/vfVmrUOCZU,,"[-0.259465, 51.417277, -0.127974, 51.486036]",Wandsworth,sexism,sadness,Wandsworth,51.4570271,-0.1932607
Odogwu,2022-10-31 10:37:45+00:00,@Bellaaderonke Women are not good people,,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,anger,Croydon,51.3713049,-0.101957
Harmsss,2022-10-31 13:12:45+00:00,men are actual bastards I’m back to hating them,,"[-0.187894, 51.483718, -0.109978, 51.5164655]",London,sexism,anger,London,51.5073359,-0.12765
Twisted,2022-10-31 13:54:21+00:00,I’m going to start saying ‘my balls exploded’ when I see a hot girl. https://t.co/H2EBS4eyQi,,"[-0.213503, 51.512805, -0.105303, 51.572068]",Camden Town,sexism,anticipation,Camden Town,51.5423045,-0.1395604
O F Cieri,2022-10-31 14:39:19+00:00,Bitches be shopping https://t.co/3VL2kA6INU,,"[-0.187894, 51.483718, -0.109978, 51.5164655]",London,sexism,anger,London,51.5073359,-0.12765
Gunner,2022-10-31 17:11:45+00:00,"Women who fight for “their man”, need their heads checking, no surprise it’s a Ratchet giving it the big cheese. https://t.co/jTnn3KRCog",,"[-0.187894, 51.483718, -0.109978, 51.5164655]",London,sexism,anger,London,51.5073359,-0.12765
William Hill,2022-10-31 18:36:36+00:00,@MichelleDewbs   Please raise the pollution by China .  Without them signing up to COP it’s a total waste of time -  the whole net zero nonsense.   China needs to part of every net zero discussion and wasteful demonstration.,,"[-0.5086841, 51.4551164, -0.3760375, 51.619006]",Hillingdon,racism,anger,Hillingdon,51.542519299999995,-0.44833493117949663
Supkey,2022-10-31 18:54:03+00:00,I’ve been sentenced to death for slaying these basic bitches too hard!💁🏻‍♂️🔪 @ London Eye https://t.co/iblaiWCISd,"[-0.11951923, 51.50312204]","[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,sexism,anger,Lambeth,51.4952111,-0.1163354
Mahyar Tousi,2022-10-31 20:42:16+00:00,@ArchRose90 Chris Tousi sounds better and less feminine,,"[-0.187894, 51.483718, -0.109978, 51.5164655]",London,sexism,anticipation,London,51.5073359,-0.12765
Raven Brunner,2022-10-31 22:25:33+00:00,Fuck TERFs 🤠 https://t.co/vOKCIO5QU6,,"[-0.510364798739281, 51.2867019756122, 0.334043461659515, 51.6918240878432]",London,sexism,anger,London,51.5073359,-0.12765
Fahad,2022-11-01 06:51:11+00:00,Girls say “goodnight” to you then spend the next hour on tik tok,,"[0.140821, 51.500544, 0.280358, 51.62063]",Romford,sexism,joy,Romford,51.5760462,0.1822646
Hats,2022-11-01 12:18:06+00:00,"almost just died at paddington, men are weird sometimes x",,"[-0.2160701, 51.5098789, -0.1301597, 51.5397916]",Paddington,sexism,sadness,Paddington,51.5154795,-0.175365
Alpha 🦎,2022-11-01 13:33:20+00:00,They put pork in everything man I'm just trying to eat out here why the FUCK everything gotta have pig in it can we not have ONE sandwich without swine??,,"[-0.213503, 51.512805, -0.105303, 51.572068]",Camden Town,racism,anger,Camden Town,51.5423045,-0.1395604
bbystallion’,2022-11-02 00:09:40+00:00,Nahhh Bitches Be Weird Af 😭,,"[-0.510364798739281, 51.2867019756122, 0.334043461659515, 51.6918240878432]",London,sexism,anger,London,51.5073359,-0.12765
Gen Williams 🐙 genwilliams@mstdn.party 🦣,2022-11-02 09:29:55+00:00,It’s almost like investing in women’s sports works 🙃 https://t.co/k8m11Y8Jsc,,"[-0.074547, 51.414087, 0.038567, 51.494127]",Lewisham,sexism,anticipation,Lewisham,51.4624292,-0.0101787
𝕊𝕨𝕒𝕙𝕚𝕝𝕚.🦻,2022-11-02 10:30:27+00:00,"Fam? Ain’t this the truth. Men are wicked, ooo! https://t.co/bgRQR9CBwQ",,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,sexism,anger,Lambeth,51.4952111,-0.1163354
Rose Sinclair,2022-11-02 14:26:07+00:00,"@RileyGaines @coachblade So, bike racer, not good enough to compete and win against men,  changed to women's team.\nCoward.",,"[-0.213503, 51.512805, -0.105303, 51.572068]",Camden Town,sexism,anger,Camden Town,51.5423045,-0.1395604
Odogwu,2022-11-02 18:35:05+00:00,@MsFoyin The poison of a woman has no effect on a King,,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,anger,Croydon,51.3713049,-0.101957
mark emlyn evans,2022-11-02 21:50:46+00:00,Only girl in the kitchen.,,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,anticipation,Camberwell,51.4745706,-0.0925416
Sohail,2022-11-02 22:09:18+00:00,SICKENING LYING PIECE OF SHIT - IF YOU 2 HAD ALBANIAN GANG MEMBERS IN THE HOUSE YOU 2 WON'T BE ABLE TO TELL THE STORY THE NEXT DAY BISMILLAH TO THAT - TERRIBLE PEOPLE - SHOCKING ALBANIANS ARE HONEST GREAT PEOPLE - THESE TYPES OF BIGOTRY AND islamophobia NEEDS TO STOP ✋ https://t.co/LjlVIHQKO4,,"[-0.259465, 51.417277, -0.127974, 51.486036]",Wandsworth,religion,anger,Wandsworth,51.4570271,-0.1932607
Chris 🍺,2022-11-02 23:31:50+00:00,@SilverstoneUK I don’t tend to seek out guys in a pub! To be honest I look for the girls; they’re better drivers  @AbbiPulling @JamieChadwick,,"[-0.5086841, 51.4551164, -0.3760375, 51.619006]",Hillingdon,sexism,anticipation,Hillingdon,51.542519299999995,-0.44833493117949663
Odogwu,2022-11-03 11:32:57+00:00,Women are not good people.,,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,anger,Croydon,51.3713049,-0.101957
Odogwu,2022-11-03 13:27:54+00:00,Women are not good people. https://t.co/NAXi0t1y4k,,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,anger,Croydon,51.3713049,-0.101957
Wrays Nephew,2022-11-03 14:35:25+00:00,Can I get a woman that cooks regularly? Please and thank you,,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,anticipation,Camberwell,51.4745706,-0.0925416
Dave ⭐️⭐️,2022-11-03 22:09:44+00:00,I can’t listen to the twat on talksport …,,"[0.140821, 51.500544, 0.280358, 51.62063]",Romford,sexism,anger,Romford,51.5760462,0.1822646
Rosalind Thompson,2022-11-04 07:40:08+00:00,"@christianIarson @KelseaBallerini @MarenMorris Country radio needs to keep it's quota of 90% bro. Can't have mediocre men losing out, can they? 🙄",,"[-0.2925791, 51.555179, -0.12921, 51.6685903]",Barnet,sexism,anger,Barnet,51.65309,-0.2002261
Anna Stoilova,2022-11-04 12:34:11+00:00,@Danielaah_92 @worldofwomennft @SyronaE @kashviETH Are there still spaces left for a female founder to join?,,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,anticipation,Camberwell,51.4745706,-0.0925416
jeanne smith,2022-11-04 15:51:48+00:00,Feminist Foreign Policy! What! She won’t/can’t describe a #Woman as an Adult Human Female #WomenWontWeesht https://t.co/Dy9QUQffNE,,"[-0.5086841, 51.4551164, -0.3760375, 51.619006]",Hillingdon,sexism,anger,Hillingdon,51.542519299999995,-0.44833493117949663
jeanne smith,2022-11-04 16:00:27+00:00,@timesscotland #FeministPolicy Sweden dropped it. Sturgeon is way behind the curve!,,"[-0.5086841, 51.4551164, -0.3760375, 51.619006]",Hillingdon,sexism,disgust,Hillingdon,51.542519299999995,-0.44833493117949663
DRIP,2022-11-04 18:27:03+00:00,@EMF_01 @European_DGI @EMF_01 seems like strategy works to attract questions with female GIFS https://t.co/T3BQFwrGIO,,"[-0.2160701, 51.5098789, -0.1301597, 51.5397916]",Paddington,sexism,anticipation,Paddington,51.5154795,-0.175365
Harmsss,2022-11-04 19:22:56+00:00,I hate men,,"[-0.5086841, 51.4551164, -0.3760375, 51.619006]",Hillingdon,sexism,anger,Hillingdon,51.542519299999995,-0.44833493117949663
Álvaro Jiménez Bejarano,2022-11-04 20:36:43+00:00,@SoySimpsonitoMX Hell Satans,,"[-0.080028, 51.48432, 0.009989, 51.545341]",Poplar,religion,anger,Poplar,51.5110713,-0.0144629
Paulo Alessandro🏳️‍🌈,2022-11-05 00:14:39+00:00,"@JaneJohnsonBakr @EmergMedDr Being honest, I did not know that. And I think the public has no idea of this. Repeated infections by Covid, which attacks the cardiovascular system, is a public health crisis.\nThe Chinese are determined to suppress this virus. What do they know? which we do not!",,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,racism,fear,Lambeth,51.4952111,-0.1163354
Shivali Best,2022-11-05 10:06:33+00:00,Men who shout “smile” at women while they’re running - get in the bin.,,"[-0.074547, 51.414087, 0.038567, 51.494127]",Lewisham,sexism,anger,Lewisham,51.4624292,-0.0101787
Waqas Ahmed Malik,2022-11-05 11:04:31+00:00,@I2ationaL Bring smoke to a Muslim you could end up in hell forever. Why take the risk,,"[-0.457966, 51.420633, -0.243419, 51.502851]",Hounslow,religion,disgust,Hounslow,51.4686132,-0.3613471
